loan_id,gender,married,dependents,education,self_employed,applicantincome,coapplicantincome,loanamount,loan_amount_term,credit_history,property_area,loan_status
lp002065,male,yes,3+,graduate,no,15000,0.0,300.0,360.0,1.0,rural,y
lp002067,male,yes,1,graduate,yes,8666,4983.0,376.0,360.0,0.0,rural,n
lp002068,male,no,0,graduate,no,4917,0.0,130.0,360.0,0.0,rural,y
lp002082,male,yes,0,graduate,yes,5818,2160.0,184.0,360.0,1.0,semiurban,y
lp002086,female,yes,0,graduate,no,4333,2451.0,110.0,360.0,1.0,urban,n
lp002087,female,no,0,graduate,no,2500,0.0,67.0,360.0,1.0,urban,y
lp002097,male,no,1,graduate,no,4384,1793.0,117.0,360.0,1.0,urban,y
lp002098,male,no,0,graduate,no,2935,0.0,98.0,360.0,1.0,semiurban,y
lp002100,male,no,,graduate,no,2833,0.0,71.0,360.0,1.0,urban,y
lp002101,male,yes,0,graduate,,63337,0.0,490.0,180.0,1.0,urban,y
lp002103,,yes,1,graduate,yes,9833,1833.0,182.0,180.0,1.0,urban,y
lp002106,male,yes,,graduate,yes,5503,4490.0,70.0,,1.0,semiurban,y
lp002110,male,yes,1,graduate,,5250,688.0,160.0,360.0,1.0,rural,y
lp002112,male,yes,2,graduate,yes,2500,4600.0,176.0,360.0,1.0,rural,y
lp002113,female,no,3+,not graduate,no,1830,0.0,,360.0,0.0,urban,n
lp002114,female,no,0,graduate,no,4160,0.0,71.0,360.0,1.0,semiurban,y
lp002115,male,yes,3+,not graduate,no,2647,1587.0,173.0,360.0,1.0,rural,n
lp002116,female,no,0,graduate,no,2378,0.0,46.0,360.0,1.0,rural,n
lp002119,male,yes,1,not graduate,no,4554,1229.0,158.0,360.0,1.0,urban,y
lp002126,male,yes,3+,not graduate,no,3173,0.0,74.0,360.0,1.0,semiurban,y
lp002128,male,yes,2,graduate,,2583,2330.0,125.0,360.0,1.0,rural,y
lp002129,male,yes,0,graduate,no,2499,2458.0,160.0,360.0,1.0,semiurban,y
lp002130,male,yes,,not graduate,no,3523,3230.0,152.0,360.0,0.0,rural,n
lp002131,male,yes,2,not graduate,no,3083,2168.0,126.0,360.0,1.0,urban,y
lp002137,male,yes,0,graduate,no,6333,4583.0,259.0,360.0,,semiurban,y
lp002138,male,yes,0,graduate,no,2625,6250.0,187.0,360.0,1.0,rural,y
lp002139,male,yes,0,graduate,no,9083,0.0,228.0,360.0,1.0,semiurban,y
lp002140,male,no,0,graduate,no,8750,4167.0,308.0,360.0,1.0,rural,n
lp002141,male,yes,3+,graduate,no,2666,2083.0,95.0,360.0,1.0,rural,y
lp002142,female,yes,0,graduate,yes,5500,0.0,105.0,360.0,0.0,rural,n
lp002143,female,yes,0,graduate,no,2423,505.0,130.0,360.0,1.0,semiurban,y
lp002144,female,no,,graduate,no,3813,0.0,116.0,180.0,1.0,urban,y
lp002149,male,yes,2,graduate,no,8333,3167.0,165.0,360.0,1.0,rural,y
lp002151,male,yes,1,graduate,no,3875,0.0,67.0,360.0,1.0,urban,n
lp002158,male,yes,0,not graduate,no,3000,1666.0,100.0,480.0,0.0,urban,n
lp002160,male,yes,3+,graduate,no,5167,3167.0,200.0,360.0,1.0,semiurban,y
lp002161,female,no,1,graduate,no,4723,0.0,81.0,360.0,1.0,semiurban,n
lp002170,male,yes,2,graduate,no,5000,3667.0,236.0,360.0,1.0,semiurban,y
lp002175,male,yes,0,graduate,no,4750,2333.0,130.0,360.0,1.0,urban,y
lp002178,male,yes,0,graduate,no,3013,3033.0,95.0,300.0,,urban,y
lp002180,male,no,0,graduate,yes,6822,0.0,141.0,360.0,1.0,rural,y
lp002181,male,no,0,not graduate,no,6216,0.0,133.0,360.0,1.0,rural,n
lp002187,male,no,0,graduate,no,2500,0.0,96.0,480.0,1.0,semiurban,n
lp002188,male,no,0,graduate,no,5124,0.0,124.0,,0.0,rural,n
lp002190,male,yes,1,graduate,no,6325,0.0,175.0,360.0,1.0,semiurban,y
lp002191,male,yes,0,graduate,no,19730,5266.0,570.0,360.0,1.0,rural,n
lp002194,female,no,0,graduate,yes,15759,0.0,55.0,360.0,1.0,semiurban,y
lp002197,male,yes,2,graduate,no,5185,0.0,155.0,360.0,1.0,semiurban,y
lp002201,male,yes,2,graduate,yes,9323,7873.0,380.0,300.0,1.0,rural,y
lp002205,male,no,1,graduate,no,3062,1987.0,111.0,180.0,0.0,urban,n
lp002209,female,no,0,graduate,,2764,1459.0,110.0,360.0,1.0,urban,y
lp002211,male,yes,0,graduate,no,4817,923.0,120.0,180.0,1.0,urban,y
lp002219,male,yes,3+,graduate,no,8750,4996.0,130.0,360.0,1.0,rural,y
lp002223,male,yes,0,graduate,no,4310,0.0,130.0,360.0,,semiurban,y
lp002224,male,no,0,graduate,no,3069,0.0,71.0,480.0,1.0,urban,n
lp002225,male,yes,2,graduate,no,5391,0.0,130.0,360.0,1.0,urban,y
lp002226,male,yes,0,graduate,,3333,2500.0,128.0,360.0,1.0,semiurban,y
lp002229,male,no,0,graduate,no,5941,4232.0,296.0,360.0,1.0,semiurban,y
lp002231,female,no,0,graduate,no,6000,0.0,156.0,360.0,1.0,urban,y
lp002234,male,no,0,graduate,yes,7167,0.0,128.0,360.0,1.0,urban,y
lp002236,male,yes,2,graduate,no,4566,0.0,100.0,360.0,1.0,urban,n
lp002237,male,no,1,graduate,,3667,0.0,113.0,180.0,1.0,urban,y
lp002239,male,no,0,not graduate,no,2346,1600.0,132.0,360.0,1.0,semiurban,y
lp002243,male,yes,0,not graduate,no,3010,3136.0,,360.0,0.0,urban,n
lp002244,male,yes,0,graduate,no,2333,2417.0,136.0,360.0,1.0,urban,y
lp002250,male,yes,0,graduate,no,5488,0.0,125.0,360.0,1.0,rural,y
lp002255,male,no,3+,graduate,no,9167,0.0,185.0,360.0,1.0,rural,y
lp002262,male,yes,3+,graduate,no,9504,0.0,275.0,360.0,1.0,rural,y
lp002263,male,yes,0,graduate,no,2583,2115.0,120.0,360.0,,urban,y
lp002265,male,yes,2,not graduate,no,1993,1625.0,113.0,180.0,1.0,semiurban,y
lp002266,male,yes,2,graduate,no,3100,1400.0,113.0,360.0,1.0,urban,y
lp002272,male,yes,2,graduate,no,3276,484.0,135.0,360.0,,semiurban,y
lp002277,female,no,0,graduate,no,3180,0.0,71.0,360.0,0.0,urban,n
lp002281,male,yes,0,graduate,no,3033,1459.0,95.0,360.0,1.0,urban,y
lp002284,male,no,0,not graduate,no,3902,1666.0,109.0,360.0,1.0,rural,y
lp002287,female,no,0,graduate,no,1500,1800.0,103.0,360.0,0.0,semiurban,n
lp002288,male,yes,2,not graduate,no,2889,0.0,45.0,180.0,0.0,urban,n
lp002296,male,no,0,not graduate,no,2755,0.0,65.0,300.0,1.0,rural,n
lp002297,male,no,0,graduate,no,2500,20000.0,103.0,360.0,1.0,semiurban,y
lp002300,female,no,0,not graduate,no,1963,0.0,53.0,360.0,1.0,semiurban,y
lp002301,female,no,0,graduate,yes,7441,0.0,194.0,360.0,1.0,rural,n
lp002305,female,no,0,graduate,no,4547,0.0,115.0,360.0,1.0,semiurban,y
lp002308,male,yes,0,not graduate,no,2167,2400.0,115.0,360.0,1.0,urban,y
lp002314,female,no,0,not graduate,no,2213,0.0,66.0,360.0,1.0,rural,y
lp002315,male,yes,1,graduate,no,8300,0.0,152.0,300.0,0.0,semiurban,n
lp002317,male,yes,3+,graduate,no,81000,0.0,360.0,360.0,0.0,rural,n
lp002318,female,no,1,not graduate,yes,3867,0.0,62.0,360.0,1.0,semiurban,n
lp002319,male,yes,0,graduate,,6256,0.0,160.0,360.0,,urban,y
lp002328,male,yes,0,not graduate,no,6096,0.0,218.0,360.0,0.0,rural,n
lp002332,male,yes,0,not graduate,no,2253,2033.0,110.0,360.0,1.0,rural,y
lp002335,female,yes,0,not graduate,no,2149,3237.0,178.0,360.0,0.0,semiurban,n
lp002337,female,no,0,graduate,no,2995,0.0,60.0,360.0,1.0,urban,y
lp002341,female,no,1,graduate,no,2600,0.0,160.0,360.0,1.0,urban,n
lp002342,male,yes,2,graduate,yes,1600,20000.0,239.0,360.0,1.0,urban,n
lp002345,male,yes,0,graduate,no,1025,2773.0,112.0,360.0,1.0,rural,y
lp002347,male,yes,0,graduate,no,3246,1417.0,138.0,360.0,1.0,semiurban,y
lp002348,male,yes,0,graduate,no,5829,0.0,138.0,360.0,1.0,rural,y
lp002357,female,no,0,not graduate,no,2720,0.0,80.0,,0.0,urban,n
lp002361,male,yes,0,graduate,no,1820,1719.0,100.0,360.0,1.0,urban,y
lp002362,male,yes,1,graduate,no,7250,1667.0,110.0,,0.0,urban,n
lp002364,male,yes,0,graduate,no,14880,0.0,96.0,360.0,1.0,semiurban,y
lp002366,male,yes,0,graduate,no,2666,4300.0,121.0,360.0,1.0,rural,y
lp002367,female,no,1,not graduate,no,4606,0.0,81.0,360.0,1.0,rural,n
lp002368,male,yes,2,graduate,no,5935,0.0,133.0,360.0,1.0,semiurban,y
lp002369,male,yes,0,graduate,no,2920,16.12000084,87.0,360.0,1.0,rural,y
lp002370,male,no,0,not graduate,no,2717,0.0,60.0,180.0,1.0,urban,y
lp002377,female,no,1,graduate,yes,8624,0.0,150.0,360.0,1.0,semiurban,y
lp002379,male,no,0,graduate,no,6500,0.0,105.0,360.0,0.0,rural,n
lp002386,male,no,0,graduate,,12876,0.0,405.0,360.0,1.0,semiurban,y
lp002387,male,yes,0,graduate,no,2425,2340.0,143.0,360.0,1.0,semiurban,y
lp002390,male,no,0,graduate,no,3750,0.0,100.0,360.0,1.0,urban,y
lp002393,female,,,graduate,no,10047,0.0,,240.0,1.0,semiurban,y
lp002398,male,no,0,graduate,no,1926,1851.0,50.0,360.0,1.0,semiurban,y
lp002401,male,yes,0,graduate,no,2213,1125.0,,360.0,1.0,urban,y
lp002403,male,no,0,graduate,yes,10416,0.0,187.0,360.0,0.0,urban,n
lp002407,female,yes,0,not graduate,yes,7142,0.0,138.0,360.0,1.0,rural,y
lp002408,male,no,0,graduate,no,3660,5064.0,187.0,360.0,1.0,semiurban,y
lp002409,male,yes,0,graduate,no,7901,1833.0,180.0,360.0,1.0,rural,y
lp002418,male,no,3+,not graduate,no,4707,1993.0,148.0,360.0,1.0,semiurban,y
lp002422,male,no,1,graduate,no,37719,0.0,152.0,360.0,1.0,semiurban,y
lp002424,male,yes,0,graduate,no,7333,8333.0,175.0,300.0,,rural,y
lp002429,male,yes,1,graduate,yes,3466,1210.0,130.0,360.0,1.0,rural,y
lp002434,male,yes,2,not graduate,no,4652,0.0,110.0,360.0,1.0,rural,y
lp002435,male,yes,0,graduate,,3539,1376.0,55.0,360.0,1.0,rural,n
lp002443,male,yes,2,graduate,no,3340,1710.0,150.0,360.0,0.0,rural,n
lp002444,male,no,1,not graduate,yes,2769,1542.0,190.0,360.0,,semiurban,n
lp002446,male,yes,2,not graduate,no,2309,1255.0,125.0,360.0,0.0,rural,n
lp002447,male,yes,2,not graduate,no,1958,1456.0,60.0,300.0,,urban,y
lp002448,male,yes,0,graduate,no,3948,1733.0,149.0,360.0,0.0,rural,n
lp002449,male,yes,0,graduate,no,2483,2466.0,90.0,180.0,0.0,rural,y
lp002453,male,no,0,graduate,yes,7085,0.0,84.0,360.0,1.0,semiurban,y
lp002455,male,yes,2,graduate,no,3859,0.0,96.0,360.0,1.0,semiurban,y
lp002459,male,yes,0,graduate,no,4301,0.0,118.0,360.0,1.0,urban,y
lp002467,male,yes,0,graduate,no,3708,2569.0,173.0,360.0,1.0,urban,n
lp002472,male,no,2,graduate,no,4354,0.0,136.0,360.0,1.0,rural,y
lp002473,male,yes,0,graduate,no,8334,0.0,160.0,360.0,1.0,semiurban,n
lp002478,,yes,0,graduate,yes,2083,4083.0,160.0,360.0,,semiurban,y
lp002484,male,yes,3+,graduate,no,7740,0.0,128.0,180.0,1.0,urban,y
lp002487,male,yes,0,graduate,no,3015,2188.0,153.0,360.0,1.0,rural,y
lp002489,female,no,1,not graduate,,5191,0.0,132.0,360.0,1.0,semiurban,y
lp002493,male,no,0,graduate,no,4166,0.0,98.0,360.0,0.0,semiurban,n
lp002494,male,no,0,graduate,no,6000,0.0,140.0,360.0,1.0,rural,y
lp002500,male,yes,3+,not graduate,no,2947,1664.0,70.0,180.0,0.0,urban,n
lp002501,,yes,0,graduate,no,16692,0.0,110.0,360.0,1.0,semiurban,y
lp002502,female,yes,2,not graduate,,210,2917.0,98.0,360.0,1.0,semiurban,y
lp002505,male,yes,0,graduate,no,4333,2451.0,110.0,360.0,1.0,urban,n
lp002515,male,yes,1,graduate,yes,3450,2079.0,162.0,360.0,1.0,semiurban,y
lp002517,male,yes,1,not graduate,no,2653,1500.0,113.0,180.0,0.0,rural,n
lp002519,male,yes,3+,graduate,no,4691,0.0,100.0,360.0,1.0,semiurban,y
lp002522,female,no,0,graduate,yes,2500,0.0,93.0,360.0,,urban,y
lp002524,male,no,2,graduate,no,5532,4648.0,162.0,360.0,1.0,rural,y
lp002527,male,yes,2,graduate,yes,16525,1014.0,150.0,360.0,1.0,rural,y
lp002529,male,yes,2,graduate,no,6700,1750.0,230.0,300.0,1.0,semiurban,y
lp002530,,yes,2,graduate,no,2873,1872.0,132.0,360.0,0.0,semiurban,n
lp002531,male,yes,1,graduate,yes,16667,2250.0,86.0,360.0,1.0,semiurban,y
lp002533,male,yes,2,graduate,no,2947,1603.0,,360.0,1.0,urban,n
lp002534,female,no,0,not graduate,no,4350,0.0,154.0,360.0,1.0,rural,y
lp002536,male,yes,3+,not graduate,no,3095,0.0,113.0,360.0,1.0,rural,y
lp002537,male,yes,0,graduate,no,2083,3150.0,128.0,360.0,1.0,semiurban,y
lp002541,male,yes,0,graduate,no,10833,0.0,234.0,360.0,1.0,semiurban,y
lp002543,male,yes,2,graduate,no,8333,0.0,246.0,360.0,1.0,semiurban,y
lp002544,male,yes,1,not graduate,no,1958,2436.0,131.0,360.0,1.0,rural,y
lp002545,male,no,2,graduate,no,3547,0.0,80.0,360.0,0.0,rural,n
lp002547,male,yes,1,graduate,no,18333,0.0,500.0,360.0,1.0,urban,n
lp002555,male,yes,2,graduate,yes,4583,2083.0,160.0,360.0,1.0,semiurban,y
lp002556,male,no,0,graduate,no,2435,0.0,75.0,360.0,1.0,urban,n
lp002560,male,no,0,not graduate,no,2699,2785.0,96.0,360.0,,semiurban,y
lp002562,male,yes,1,not graduate,no,5333,1131.0,186.0,360.0,,urban,y
lp002571,male,no,0,not graduate,no,3691,0.0,110.0,360.0,1.0,rural,y
lp002582,female,no,0,not graduate,yes,17263,0.0,225.0,360.0,1.0,semiurban,y
lp002585,male,yes,0,graduate,no,3597,2157.0,119.0,360.0,0.0,rural,n
lp002586,female,yes,1,graduate,no,3326,913.0,105.0,84.0,1.0,semiurban,y
lp002587,male,yes,0,not graduate,no,2600,1700.0,107.0,360.0,1.0,rural,y
lp002588,male,yes,0,graduate,no,4625,2857.0,111.0,12.0,,urban,y
lp002600,male,yes,1,graduate,yes,2895,0.0,95.0,360.0,1.0,semiurban,y
lp002602,male,no,0,graduate,no,6283,4416.0,209.0,360.0,0.0,rural,n
lp002603,female,no,0,graduate,no,645,3683.0,113.0,480.0,1.0,rural,y
lp002606,female,no,0,graduate,no,3159,0.0,100.0,360.0,1.0,semiurban,y
lp002615,male,yes,2,graduate,no,4865,5624.0,208.0,360.0,1.0,semiurban,y
lp002618,male,yes,1,not graduate,no,4050,5302.0,138.0,360.0,,rural,n
lp002619,male,yes,0,not graduate,no,3814,1483.0,124.0,300.0,1.0,semiurban,y
lp002622,male,yes,2,graduate,no,3510,4416.0,243.0,360.0,1.0,rural,y
lp002624,male,yes,0,graduate,no,20833,6667.0,480.0,360.0,,urban,y
lp002625,,no,0,graduate,no,3583,0.0,96.0,360.0,1.0,urban,n
lp002626,male,yes,0,graduate,yes,2479,3013.0,188.0,360.0,1.0,urban,y
lp002634,female,no,1,graduate,no,13262,0.0,40.0,360.0,1.0,urban,y
lp002637,male,no,0,not graduate,no,3598,1287.0,100.0,360.0,1.0,rural,n
lp002640,male,yes,1,graduate,no,6065,2004.0,250.0,360.0,1.0,semiurban,y
lp002643,male,yes,2,graduate,no,3283,2035.0,148.0,360.0,1.0,urban,y
lp002648,male,yes,0,graduate,no,2130,6666.0,70.0,180.0,1.0,semiurban,n
lp002652,male,no,0,graduate,no,5815,3666.0,311.0,360.0,1.0,rural,n
lp002659,male,yes,3+,graduate,no,3466,3428.0,150.0,360.0,1.0,rural,y
lp002670,female,yes,2,graduate,no,2031,1632.0,113.0,480.0,1.0,semiurban,y
lp002682,male,yes,,not graduate,no,3074,1800.0,123.0,360.0,0.0,semiurban,n
lp002683,male,no,0,graduate,no,4683,1915.0,185.0,360.0,1.0,semiurban,n
lp002684,female,no,0,not graduate,no,3400,0.0,95.0,360.0,1.0,rural,n
lp002689,male,yes,2,not graduate,no,2192,1742.0,45.0,360.0,1.0,semiurban,y
lp002690,male,no,0,graduate,no,2500,0.0,55.0,360.0,1.0,semiurban,y
lp002692,male,yes,3+,graduate,yes,5677,1424.0,100.0,360.0,1.0,rural,y
lp002693,male,yes,2,graduate,yes,7948,7166.0,480.0,360.0,1.0,rural,y
lp002697,male,no,0,graduate,no,4680,2087.0,,360.0,1.0,semiurban,n
lp002699,male,yes,2,graduate,yes,17500,0.0,400.0,360.0,1.0,rural,y
lp002705,male,yes,0,graduate,no,3775,0.0,110.0,360.0,1.0,semiurban,y
lp002706,male,yes,1,not graduate,no,5285,1430.0,161.0,360.0,0.0,semiurban,y
lp002714,male,no,1,not graduate,no,2679,1302.0,94.0,360.0,1.0,semiurban,y
lp002716,male,no,0,not graduate,no,6783,0.0,130.0,360.0,1.0,semiurban,y
lp002717,male,yes,0,graduate,no,1025,5500.0,216.0,360.0,,rural,y
lp002720,male,yes,3+,graduate,no,4281,0.0,100.0,360.0,1.0,urban,y
lp002723,male,no,2,graduate,no,3588,0.0,110.0,360.0,0.0,rural,n
lp002729,male,no,1,graduate,no,11250,0.0,196.0,360.0,,semiurban,n
lp002731,female,no,0,not graduate,yes,18165,0.0,125.0,360.0,1.0,urban,y
lp002732,male,no,0,not graduate,,2550,2042.0,126.0,360.0,1.0,rural,y
lp002734,male,yes,0,graduate,no,6133,3906.0,324.0,360.0,1.0,urban,y
lp002738,male,no,2,graduate,no,3617,0.0,107.0,360.0,1.0,semiurban,y
lp002739,male,yes,0,not graduate,no,2917,536.0,66.0,360.0,1.0,rural,n
lp002740,male,yes,3+,graduate,no,6417,0.0,157.0,180.0,1.0,rural,y
lp002741,female,yes,1,graduate,no,4608,2845.0,140.0,180.0,1.0,semiurban,y
lp002743,female,no,0,graduate,no,2138,0.0,99.0,360.0,0.0,semiurban,n
lp002753,female,no,1,graduate,,3652,0.0,95.0,360.0,1.0,semiurban,y
lp002755,male,yes,1,not graduate,no,2239,2524.0,128.0,360.0,1.0,urban,y
lp002757,female,yes,0,not graduate,no,3017,663.0,102.0,360.0,,semiurban,y
lp002767,male,yes,0,graduate,no,2768,1950.0,155.0,360.0,1.0,rural,y
lp002768,male,no,0,not graduate,no,3358,0.0,80.0,36.0,1.0,semiurban,n
lp002772,male,no,0,graduate,no,2526,1783.0,145.0,360.0,1.0,rural,y
lp002776,female,no,0,graduate,no,5000,0.0,103.0,360.0,0.0,semiurban,n
lp002777,male,yes,0,graduate,no,2785,2016.0,110.0,360.0,1.0,rural,y
lp002778,male,yes,2,graduate,yes,6633,0.0,,360.0,0.0,rural,n
lp002784,male,yes,1,not graduate,no,2492,2375.0,,360.0,1.0,rural,y
lp002785,male,yes,1,graduate,no,3333,3250.0,158.0,360.0,1.0,urban,y
lp002788,male,yes,0,not graduate,no,2454,2333.0,181.0,360.0,0.0,urban,n
lp002789,male,yes,0,graduate,no,3593,4266.0,132.0,180.0,0.0,rural,n
lp002792,male,yes,1,graduate,no,5468,1032.0,26.0,360.0,1.0,semiurban,y
lp002794,female,no,0,graduate,no,2667,1625.0,84.0,360.0,,urban,y
lp002795,male,yes,3+,graduate,yes,10139,0.0,260.0,360.0,1.0,semiurban,y
lp002798,male,yes,0,graduate,no,3887,2669.0,162.0,360.0,1.0,semiurban,y
lp002804,female,yes,0,graduate,no,4180,2306.0,182.0,360.0,1.0,semiurban,y
lp002807,male,yes,2,not graduate,no,3675,242.0,108.0,360.0,1.0,semiurban,y
lp002813,female,yes,1,graduate,yes,19484,0.0,600.0,360.0,1.0,semiurban,y
lp002820,male,yes,0,graduate,no,5923,2054.0,211.0,360.0,1.0,rural,y
lp002821,male,no,0,not graduate,yes,5800,0.0,132.0,360.0,1.0,semiurban,y
lp002832,male,yes,2,graduate,no,8799,0.0,258.0,360.0,0.0,urban,n
lp002833,male,yes,0,not graduate,no,4467,0.0,120.0,360.0,,rural,y
lp002836,male,no,0,graduate,no,3333,0.0,70.0,360.0,1.0,urban,y
lp002837,male,yes,3+,graduate,no,3400,2500.0,123.0,360.0,0.0,rural,n
lp002840,female,no,0,graduate,no,2378,0.0,9.0,360.0,1.0,urban,n
lp002841,male,yes,0,graduate,no,3166,2064.0,104.0,360.0,0.0,urban,n
lp002842,male,yes,1,graduate,no,3417,1750.0,186.0,360.0,1.0,urban,y
lp002847,male,yes,,graduate,no,5116,1451.0,165.0,360.0,0.0,urban,n
lp002855,male,yes,2,graduate,no,16666,0.0,275.0,360.0,1.0,urban,y
lp002862,male,yes,2,not graduate,no,6125,1625.0,187.0,480.0,1.0,semiurban,n
lp002863,male,yes,3+,graduate,no,6406,0.0,150.0,360.0,1.0,semiurban,n
lp002868,male,yes,2,graduate,no,3159,461.0,108.0,84.0,1.0,urban,y
lp002872,,yes,0,graduate,no,3087,2210.0,136.0,360.0,0.0,semiurban,n
lp002874,male,no,0,graduate,no,3229,2739.0,110.0,360.0,1.0,urban,y
lp002877,male,yes,1,graduate,no,1782,2232.0,107.0,360.0,1.0,rural,y
lp002888,male,no,0,graduate,,3182,2917.0,161.0,360.0,1.0,urban,y
lp002892,male,yes,2,graduate,no,6540,0.0,205.0,360.0,1.0,semiurban,y
lp002893,male,no,0,graduate,no,1836,33837.0,90.0,360.0,1.0,urban,n
lp002894,female,yes,0,graduate,no,3166,0.0,36.0,360.0,1.0,semiurban,y
lp002898,male,yes,1,graduate,no,1880,0.0,61.0,360.0,,rural,n
lp002911,male,yes,1,graduate,no,2787,1917.0,146.0,360.0,0.0,rural,n
lp002912,male,yes,1,graduate,no,4283,3000.0,172.0,84.0,1.0,rural,n
lp002916,male,yes,0,graduate,no,2297,1522.0,104.0,360.0,1.0,urban,y
lp002917,female,no,0,not graduate,no,2165,0.0,70.0,360.0,1.0,semiurban,y
lp002925,,no,0,graduate,no,4750,0.0,94.0,360.0,1.0,semiurban,y
lp002926,male,yes,2,graduate,yes,2726,0.0,106.0,360.0,0.0,semiurban,n
lp002928,male,yes,0,graduate,no,3000,3416.0,56.0,180.0,1.0,semiurban,y
lp002931,male,yes,2,graduate,yes,6000,0.0,205.0,240.0,1.0,semiurban,n
lp002933,,no,3+,graduate,yes,9357,0.0,292.0,360.0,1.0,semiurban,y
lp002936,male,yes,0,graduate,no,3859,3300.0,142.0,180.0,1.0,rural,y
lp002938,male,yes,0,graduate,yes,16120,0.0,260.0,360.0,1.0,urban,y
lp002940,male,no,0,not graduate,no,3833,0.0,110.0,360.0,1.0,rural,y
lp002941,male,yes,2,not graduate,yes,6383,1000.0,187.0,360.0,1.0,rural,n
lp002943,male,no,,graduate,no,2987,0.0,88.0,360.0,0.0,semiurban,n
lp002945,male,yes,0,graduate,yes,9963,0.0,180.0,360.0,1.0,rural,y
lp002948,male,yes,2,graduate,no,5780,0.0,192.0,360.0,1.0,urban,y
lp002949,female,no,3+,graduate,,416,41667.0,350.0,180.0,,urban,n
lp002950,male,yes,0,not graduate,,2894,2792.0,155.0,360.0,1.0,rural,y
lp002953,male,yes,3+,graduate,no,5703,0.0,128.0,360.0,1.0,urban,y
lp002958,male,no,0,graduate,no,3676,4301.0,172.0,360.0,1.0,rural,y
lp002959,female,yes,1,graduate,no,12000,0.0,496.0,360.0,1.0,semiurban,y
lp002960,male,yes,0,not graduate,no,2400,3800.0,,180.0,1.0,urban,n
lp002961,male,yes,1,graduate,no,3400,2500.0,173.0,360.0,1.0,semiurban,y
lp002964,male,yes,2,not graduate,no,3987,1411.0,157.0,360.0,1.0,rural,y
lp002974,male,yes,0,graduate,no,3232,1950.0,108.0,360.0,1.0,rural,y
lp002978,female,no,0,graduate,no,2900,0.0,71.0,360.0,1.0,rural,y
lp002979,male,yes,3+,graduate,no,4106,0.0,40.0,180.0,1.0,rural,y
lp002983,male,yes,1,graduate,no,8072,240.0,253.0,360.0,1.0,urban,y
lp002984,male,yes,2,graduate,no,7583,0.0,187.0,360.0,1.0,urban,y
lp002990,female,no,0,graduate,yes,4583,0.0,133.0,360.0,0.0,semiurban,n
